Show,Sentiment,Review
The Americans,1,"If watching a TV show is like being in a relationship, The Americans is the closest thing to a domestic partnership that modern TV drama has ever given us."
Mare of Easttown,1,"Wearing her Pennsylvanian American accent, Winslet makes you believe in Mare as a person and not a part; the actress, who spends much of the opening episode limping, does not mind looking bedraggled, and you can feel the world weighing on her."
Our Flag Means Death,1,Sweeter than a bottle of rum to a buccaneer.
Marvel's Daredevil,1,A masterful season.
Lovecraft Country,1,"Lovecraft Country is one of my favorite shows of the year so far. It is scary, thrilling, and sexy as hell while still saying something relevant about race in the United States both historically and currently."
Breaking Bad,1,"Now that Breaking Bad is coming to its harrowing, heart-stopping end, we can see it, steadily and whole, as a morally complex masterwork, maybe the best thing that's ever hit our TV screens."
Lovecraft Country,1,"As a standalone tonight, though, it can't be beat."
Moon Knight,1,"Oscar Isaac proves he is a powerhouse as he literally plays opposite himself perfectly. Horror has made its way to the MCU and YES, this show is brutal, bloody, and bonkers."
Buffy the Vampire Slayer,1,"But season 6 and season 7, however messy and polarising, actually throw into sharp relief why Buffy resonates 20 years later: they are works of art that come from a place of honesty."
The Expanse,1,"Nailing a TV finale is no easy feat -- just look at Lost's oft-mocked ending and the disappointing disaster that was Game of Thrones' coda. But with its sixth and final season, The Expanse is the rare genre series that pulls it off."
BoJack Horseman,1,The episode continues with some of the zanier comedy that has been missing from the season.
Anatomy of a Scandal,0,My real problem with Scandal isn’t that it’s trashy or muddled in its message. I was mostly lost wondering who to care about... What’s really missing in this Anatomy lesson is its soul.
Keep Sweet: Pray and Obey,1,... A narrative that will make you uncomfortable and angry at the same time.
Watchmen,1,"It's a wondrous, often funny, engaging sight to behold, two pros at the top of their game - two women over 40 taking the reins in what could be reductively called a ""comic book show."""
Sweet Tooth,1,"It's got a great set-up... there's less of an overall arc, and it's more of a show of discovery for the characters involved."
Game of Thrones,0,"Season 8 reduced characters to caricatures, didn't earn its character development and the shift in their arcs, baked in several plot holes, and did away with internal logic and consistency."
Rise,1,"By the end of its first season, Rise starts to provide the cathartic tears, downy blankets of warmth and stirring swells of inspiration the genre demands. There are just a lot of rough patches and a lot of wanting to strangle Mr. Mazzu to get through."
The End of the F...ing World,1,"The End of the F***ing World costumes help enhance the unease between James and Alyssa, a visual metaphor for how close they could be, and yet how different their respective outlooks are two years on."
Anatomy of a Scandal,0,"Despite risible dialogue and a disturbing swing toward cheap theatrics, this weak but watchable legal thriller still puts a human face on the MeToo movement thanks to committed, compelling performances from Sienna Miller and Michelle Dockery."
Twin Peaks,1,"As we dive into David Lynch and Mark Frost's reboot of the iconic series, it is both thrilling and confounding to be submerged in a mystery that's languished for 25 years, one that many have spent decades pursuing."
The Man Who Fell to Earth,0,The series fails to recognize the key to the power of its source material: its peculiarity.
How I Met Your Mother,0,This finale seems to completely sour the show's legacy - something that is not more important than ever.
Lovecraft Country,1,"The leads are terrific and the special effects are extremely high quality for television, but you have to be able to roll with the over-the-top scare-fest that is at the center of the plot to enjoy it."
Parks and Recreation,1,"Groundbreaking or not, we need that warmth and that hope now more than ever and, with a characteristically good cause, ""A Parks and Recreation Special"" more than delivered."
Parenthood,1,"Because Howard and longtime producing partner Brian Grazer are at the helm, Parenthood seems to be getting the care and feeding it deserves -- and the cast is peppered with proven performers who can deliver the goods."
Sex/Life,1,"It's refreshing to watch a show where the female gaze is prioritized, and there's not a stigma around a woman craving sex and sexual attention from her partner."
Band of Brothers,1,"As with another Spielberg wartime project, ""Schindler's List,"" it's the real-life people who have the last, and best, word, after a reverent and effective dramatization of the horrors and heroes of war."
The Witcher,1,"Season two expands upon the first for a more cinematic & confident instalment, complete with improved depth of character for the central trio & an intriguing central mystery."
Station Eleven,1,"Through masterful directing and editing, each episode conveys the way that history lives and breathes within memory, coexisting with the present, whether within a performance or a fugue state."
Black Mirror,0,"The three episodes combine, however, to make for a slight and overly long viewing experience."
Devs,1,A daring and new deconstruction of one of the basic tenets of human existence.
Dickinson,1,Dickinson has quietly perfected a mix of sitcom and sincerity in its final season...
The Lincoln Lawyer,1,Brings high doses of suspense and crime to an intriguing narrative framework. [Full review in Spanish]
Invasion,0,It's nothing but a kitchen sink drama as people are running and seeing weird things happening.
The Me You Can't See,0,"There is no doubt that every contributor's motives here were pure. But standing outside and looking at the programme as an artefact and an influence on debate, one might ask whether sharing stories always means giving back"
